Species Name,year_first_described,first_paper
Alfvenia ceriodaphniae,1991,"Видтманн СС, Соколова ЮЯ, Vidtmann SS, Sokolova YY. Новая микроспоридия Alfvenia ceriodaphniae sp. n. из Ceriodaphnia reticulata (Crustacea: Cladocera). :7.Видтманн СС, Соколова ЮЯ, Vidtmann SS, Sokolova YY. Новая микроспоридия Alfvenia ceriodaphniae sp. n. из Ceriodaphnia reticulata (Crustacea: Cladocera). Parazitologiya. 1995;29:214–8."
Amblyospora egypti,1991,"Darwish A, Canning EU. A light- and electron-microscopic study of Amblyospora egypti n.sp. infecting Culex pipiens in Egypt. European Journal of Protistology. 1991;26:236–44."
Amblyospora punctor,1991,"Weiser J, Žižka Z. Development of Amblyospora punctor sp.n. (Microspora: Amblyosporidae) in the Larval Mosquito Aedes punctor (Diptera: Culicidae). Arch Protistenkd. 1991;140:191–9."
Amblyospora sp. 35,1991,"Voronin V. THE ULTRASTRUCTURE OF 2 MICROSPORIDIAN SPECIES OF THE GENUS AMBLYOSPORA (MICROSPORIDIA, AMBLYOSPORIDAE) FROM THE MIDGE LARVAE (DIPTERA, CHIRONOMIDAE). Tsitologiya. 1991;33:67-."
Amblyospora sp. 36,1991,"Darwish A, Canning EU. Amblyospora sp. (Microspora, Amblyosporidae) infecting nerve ganglia of Culex pipiens (Diptera, Culicidae) from Egypt. J Invertebr Pathol. 1991;58:244–51."
Encephalitozoon hellem,1991,"Black SS, Steinohrt LA, Bertucci DC, Rogers LB, Didier ES. Encephalitozoon hellem in budgerigars (Melopsittacus undulatus). Vet Pathol. 1997;34:189–98."
Encephalitozoon sp. 2,1991,"Visvesvara GS, Leitch GJ, Moura H, Wallace S, Weber R, Bryan RT. Culture, electron microscopy, and immunoblot studies on a microsporidian parasite isolated from the urine of a patient with AIDS. J Protozool. 1991;38:105–11."
Enterocytozoon salmonis (Nucleospora salmonis),1991,"Chilmonczyk S, Cox WT, Hedrick RP. Enterocytozoon salmonis n. sp.: an intranuclear microsporidium from salmonid fish. J Protozool. 1991;38:264–9."
Flabelliforma montana,1991,"Canning EU, Killick-Kendrick R, Killick-Kendrick M. A new microsporidian parasite, Flabelliforma montana n.g., n.sp., infecting Phlebotomus ariasi (Diptera, Psychodidae) in France. J Invertebr Pathol. 1991;57:71–81."
Helmichia glandulicola,1991,"Wulker WF, Weiser J. Helmichia glandulicola sp.nov. (Microspora, Thelohaniidae): morphology, development and influence on salivary glands of Chironomus anthracinus (Diptera, Chironomidae). Parasitol Res. 1991;77:335–40."
Heterovesicula cowani (= Vairimorpha sp.),1991,"MacVean CM, Capinera JL. Pathogenicity and transmission potential of Nosema locustae and Vairimorpha n. sp. (Protozoa: Microsporida) in Mormon crickets (Anabrus simplex; Orthoptera: Tettigoniidae): A laboratory evaluation. J Invertebr Pathol. 1991;57:23–36."
Kinorhynchospora japonica,1991,"Adrianov A, Rybakov V. OF KINORHYNCHUS-YUSHINI (HOMALORHAGIDA, PYCHOPHYIDAE) FROM THE SEA OF JAPAN. ZOOLOGICHESKY ZHURNAL. 1991;70:5–11."
Microfilum lutjani,1991,"Faye N, Toguebaye BS, Bouix G. Microfilum Lutjani N. G. N. Sp. (Protozoa Microsporida), A Gill Parasite of the Golden African Snapper Lutjanus Fulgens (Valenciennes, 1830) (Teleost Lutjanidae): Developmental Cycle and Infrastructure. J Protozool. 1991;38:30–40."
Microsporidium aedium,1991,"Lukes J, Vavra J. Microsporidium aedium n. sp., from the mosquito Aedes cantans. J Invertebr Pathol. 1991;58:274–6."
Nosema montanae,1991,"Wang LY, Streett DA, Henry JE. Nosema montanae n.sp. (Microsporida: Nosematidae), a parasite from the grasshopper Melanoplus packardii (Orthoptera: Acrididae). J Invertebr Pathol. 1991;58:211–8."
Nosema sp. 31,1991,"Iwano H, Ishihara R. Dimorphism of spores of Nosema spp. in cultured cell. J Invertebr Pathol. 1991;57:211–9."
Nosema sp. 32,1991,Lange CE. A Nosema-type microsporidian in Ectomyelois ceratoniae (Lepidoptera: Pyralidae). Journal of Invertebrate Pathology. 1991;58:348–52.
Pulicispora xenopsyllae,1991,"Vedmed A.I., Krylova S.V., Issi I.V. The microsporidium Pulicispora xenopsyllae gen. n., sp. n. trom fleas of the genus Xenopsylla. P. 13-19. Parazitologiya. 1991;25:13–9."
Vavraia parastacida,1991,"Langdon JS. Description of Vavraia parastacida sp. nov. (Microspora: Pleistophoridae) from marron, Cherax tenuimanus (Smith), (Decapoda: Parastacidae). J Fis Dis. 1991;14:619–29."
Amblyospora cataphyllus,1992,Kilochitskii PI. Microsporidians in bloodsucking Aedes (O.) cataphylla mosquitoes in Ukraine [Mikrosporidii krovososushchikh komarov Aedes (O.) cataphylla Ukrainy.]. Parazitologiia. 1992;26:252–6.
Amblyospora styriaca,1992,"Friedrich C, Kepka O, Ingolic E. On Amblyospora styriaca sp.nov. (Microspora, Amblyosporidae) a microsporidian of the blackfly Eusimulium costatum (Diptera, Simuliidae). Parasitol Res. 1992;78:635–9."
Encephalitozoon sp. 3,1992,"Desser SS, Hong H, Yang YJ. Ultrastructure of the development of a species of Encephalitozoon cultured from the eye of an AIDS patient. Parasitol Res. 1992;78:677–83."
Janacekia adipophila,1992,"Larsson JIR. The Light and Electron Microscopic Cytology of Janacekia adipophila N. Sp. (Microspora, Tuzetiidae), a Microsporidian Parasite of Ptychoptera paludosa (Diptera, Ptychopteridae). J Protozool. 1992;39:432–40."
Loma camerounensis,1992,"Fomena A, Coste F, Bouix G. Loma camerounensis sp. nov. (Protozoa: Microsporida) a parasite ofOreochromis niloticus Linnaeus, 1757 (Teleost: Cichlidae) in fish-rearing ponds in Melen, Yaounde, Cameroon. Parasitol Res. 1992;78:201–8."
Metchnikovella sp. (?),1992,"Weissenfels N. The influence of an eucaryotic intranuclear cell parasite on the production of gemmules inEphydatia fluviatilis (Porifera, Spongillidae). Zoomorphology. 1992;111:207–16."
Nosema marucae,1992,"Odindo, Maurice O., and Walter G. Z. O. Jura. “Ultrastructure OfNosema Marucae Sp. n. (Microspora, Nosematidae), a Pathogen Of Maruca Testulalis (Lepidoptera, Pyralidae).” Current Microbiology 25, no. 6 (December 1992): 319–325. https://doi.org/10.1007/BF01577228."
Nosema sp. 33,1992,"Lee MJ, Anstee JH. An ultrastructural study on stages in the life cycle of a microsporidian parasite (Microspora: Nosematidae) in Helicoverpa armigera (Lepidoptera: Noctuidae). J Invertebr Pathol. 1992;59:271–9."
Nosema spodopterae,1992,"Hsu T, Hsu E, Yen D. NOSEMA-SPODOTERAE NSP, A NEW SPECIES OF MICROSPORIDIA FROM THE TOBACCO CUTWORM, SPODOPTERA-LITURA By:HSU, TH (HSU, TH); HSU, EL (H. Journal of The Agricultural Association of China. 1992;81–90."
Tardivesicula duplicata,1992,"Larsson JIR, Bylén EKC. Tardivesicula duplicata gen. et sp. nov. (microspora, duboscqiidae), a microsporidian parasite of the caddis fly Limnephilus centralis (trichoptera, limnephilidae) in Sweden. European Journal of Protistology. 1992;28:25–36."
Tricornia muhezae,1992,"Pell JK, Canning EU. Ultrastructure of Tricornia muhezae N. G., n. sp. (Microspora, Thelohaniidae), a parasite of Mansonia africana (Diptera: Culicidae) from Tanzania. J Protozool. 1992;39:242–7."
unnamed microsporidium 1,1992,"Cable J, Tinsley RC. Microsporidian hyperparasites and bacteria associated with Pseudodiplorchis americanus (Monogenea: Polystomatidae). Can J Zool. 1992;70:523–9."
unnamed microsporidum of Microspora phylum,1992,"Orenstein JM, Tenner M, Cali A, Kotler DP. A microsporidian previously undescribed in homo sapiens, infecting enterocytes and macrophages, and associated with diarrhea in an acquired immunodeficiency syndrome patient. Hum Pathol. 1992;23:722–8."
Vavraia anostraca,1992,"Asuncion Martinez M, Vivares CP, de Medeiros Rocha R, Fonseca AC, Andral B, Bouix G. Microsporidiosis on Artemia (Crustacea, Anostraca): light and electron microscopy of Vavraia anostraca sp. nov. (Microsporidia, Pleistophoridae) in the Brazilian solar salterns. Aquaculture. 1992;107:229–37."
Chytridiopsis trichopterae,1993,"Larsson JIR. Description of Chytridiopsis Trichopterae N. Sp. (Microspora, Chytridiopsidae), A Microsporidian Parasite of the Caddis Fly Polycentropus Flavomaculatus (Trichoptera, Polycentropodidae), With Comments On Relationships Between the Families Chytridiopsidae and Metchnikovellidae. J Eukaryot Microbiol. 1993;40:37–48."
Duboscqia dengihilli,1993,"Sweeney AW, Doggett SL, Piper RG. Life cycle of a new species of Duboscqia (Microsporida: Thelohaniidae) infecting the mosquito Anopheles hilli and an intermediate copepod host, Apocyclops dengizicus. J Invertebr Pathol. 1993;62:137–46."
Encephalitozoon intestinalis (= Septata intestinalis),1993,"Cali A, Kotler DP, Orenstein JM. Septata Intestinalis N. G., N. Sp., an Intestinal Microsporidian Associated With Chronic Diarrhea and Dissemination In Aids Patients. J Eukaryot Microbiol. 1993;40:101–12."
Merocinta davidii,1993,"Pell JK, Canning EU. Ultrastructure and life cycle of Merocinta davidii gen et sp. nov, a dimorphic microsporidian parasite of Mansonia africana (Diptera: Culicidae) from Tanzania. J Invertebr Pathol. 1993;61:267–74."
Nosema partelli,1993,"Walters HS, Kfir R. Development of Nosema partelli, new species (Protozoa: Microsporida: Nosematidae) in the stem borer Chilo partellus (Swinhoe) (Lepidoptera: Pyralidae). Afr Entomol. 1993;1:57–62."
Nosema scripta,1993,"Bauer LS, Pankratz HS. Nosema scripta N. Sp. (Microsporida: Nosematidae), A Microsporidian Parasite of the Cottonwood Leaf Beetle, Chrysomela scripta (Coleoptera: Chrysomelidae). J Eukaryot Microbiol. 1993;40:135–41."
Nosema sp. 34,1993,"Streett DA, Woods SA, Onsager JA. Vertical Transmission of a Nosema sp. (Microsporida: Nosematidae) Infecting a Grasshopper,Chorthippus curtipennis(Orthoptera: Acrididae). Environ Entomol. 1993;22:1031–4."
Nosema sp. 35,1993,"McDougall RJ, Tandy MW, Boreham RE, Stenzel DJ, O’Donoghue PJ. Incidental finding of a microsporidian parasite from an AIDS patient. J Clin Microbiol. 1993;31:436–9."
Nosema trilophidiae,1993,"Wen J-Z, Li S-P. NOTE ON NOSEMA TRILOPHIDIAE SP.NOV.,A PARASITE OF TRILOPHIDIA ANNULATA THUNBERG AND OEDALEUS DECORUS(GERM.) (MICROSPORA:NOSEMATIDAE)--《Acta Zootaxonomica Sinica》1993年04期. Acta Zootaxonomica Sinica. 1993;18:389–91."
Ordospora durforti (= Endoreticulatus durforti),1993,"Martinez MA, Vivares CP, Bouix G. Ultrastructural Study of Endoreticulatus durforti N. Sp., a New Microsporidian Parasite of the Intestinal Epithelium of Artemia (Crustacea, Anostraca). J Eukaryot Microbiol. 1993;40:677–87."
Polydispyrenia norandina,1993,"Fernández OT, de Hoyos PM, de Pérez GR. MICROSPORA (PROTOZOA) EN SIMULIIDAE Y ULTRAESTRUCTURA DE POLYDISPYRENIA SIMULII Y POLYDISPYRENIA SP. NOV. PARASITOS EN SIMULIDOS DE LOS ANDES COLOMBIANOS. Caldasia. Instituto de Ciencias Naturales, Universidad Nacional de Colombia; 1993;17:211–29."
Toxospora volgae,1993,"Voronin V. The microsporidium Toxospora volgae, new genus new species from Chironomidae larvae of the genus Corynoneura. Parazitologiya. 1993;27:148–54."
unnamed microsporidium (possibly Tricornia muhezae or Merocinta davidii),1993,"Pell JK, Canning EU. Light Microscope and Ultrastructural Observations of a Microsporidian Parasite of Mesocyclops rarus (Copepoda: Cyclopoida) in Tanzania. J Invertebr Pathol. 1993;61:275–80."
unnamed microsporidium in Acrida turrita,1993,"Moutairou K, Schwab-Stey H, Werner K, Werner G. Microsporidia in Testicular Cells of Acrida turrita L. (Orthoptera: Acrididae). J Invertebr Pathol. 1993;61:1–5."
Unnamed sp.,1993,"Voronin V. The microsporidium Toxospora volgae, new genus new species from Chironomidae larvae of the genus Corynoneura. Parazitologiya. 1993;27:148–54."
Amblyospora abserrati,1994,Andreadis TG. Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. J Eukaryotic Microbiology. 1994;41:147–54.
Amblyospora albifasciati,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Amblyospora auriferi,1994,Andreadis TG. Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. J Eukaryotic Microbiology. 1994;41:147–54.
Amblyospora cinerei,1994,Andreadis TG. Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. J Eukaryotic Microbiology. 1994;41:147–54.
Amblyospora criniferis,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Amblyospora dolosi,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Amblyospora excrucii,1994,Andreadis TG. Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. J Eukaryotic Microbiology. 1994;41:147–54.
Amblyospora ferocis (Amblyospora ferocious),1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Amblyospora indubitantis,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Amblyospora nataliae,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Amblyospora senegalensis,1994,"Diarra K, Toguebaye BS. Light and Electron Microscope Study of the Octosporous Phase of the Life Cycle of Amblyospora senegalensis n. sp. (Microspora, Amblyosporidae), Parasite of Culex thalassius (Diptera, Culicidae). Archiv für Protistenkunde. 1994;144:212–20."
Amblyospora stictici,1994,Andreadis TG. Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. J Eukaryotic Microbiology. 1994;41:147–54.
Amblyospora stimuli,1994,Andreadis TG. Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. J Eukaryotic Microbiology. 1994;41:147–54.
Amblyospora tramazayguesi,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Encephalitozoon sp. (?),1994,"Norton JH, Prior HC. Microsporidiosis in a peach-faced lovebird (Agapornis roseicollis). Aust Vet J. 1994;71:23–4."
Enterocytozoon sp.,1994,"Mullins JE, Powell M, Speare DJ, Cawthorn R. An intranuclear microsporidian in lumpfish Cyclopterus lumpus. Diseases of Aquatic Organisms. 20:17–13."
Flabelliforma ostracoda,1994,"Bronnvall AM, Larsson JIR. Flabelliforma ostracodae n. sp. (Microspora, Duboscqidae), a new microsporidian parasite of Candona sp. (Crustacea, Ostracoda). Eur J Protistol. 1994;30:280–7."
Loma sp.,1994,"Markey PT, Blazer VS, Ewing MS, Kocan KM. Loma sp. in salmonids from the eastern united states: Associated lesions in rainbow trout. J Aquat Anim Health. 1994;6:318–28."
Nadelspora canceri,1994,"Olson RE, Tiekotter KL, Reno PW. Nadelspora canceri N. G., N. Sp., an Unusual Microsporidian Parasite of the Dungeness Crab, Cancer Magister. J Eukaryotic Microbiology. 1994;41:349–59."
Napamichum cellatum,1994,"Bylén EKC, Larsson JIR. Napamichum cellatum N. Sp. (Microspora, Thelohaniidae), a New Parasite of Midge Larvae of the Genus Endochironomus (Diptera, Chironomidae) in Sweden. J Eukaryotic Microbiology. 1994;41:450–7."
Nosema muscidifuracis,1994,"Becnel JJ, Geden CJ. Description of a New Species of Microsporidia from Muscidifurax raptor (Hymenoptera: Pteromalidae), a Pupal Parasitoid of Muscoid Flies. J Eukaryotic Microbiology. 1994;41:236–43."
Nosema sp. 36,1994,"Iwano H, Shimizu N, Kawakami Y, Ishihara R. Spore Dimorphism and Some Other Biological Features of a Nosema sp. Isolated from the Lawn Grass Cutworm, Spodoptera depravata Butler. Appl entomol Zool. 1994;29:219–27."
Nosemoides syacii,1994,"Walters HS, Kfir R. Development of Nosema partelli, new species (Protozoa: Microsporida: Nosematidae) in the stem borer Chilo partellus (Swinhoe) (Lepidoptera: Pyralidae). Afr Entomol. 1993;1:57–62."
Paranosema grylli (= Nosema grylli),1994,"Sokolova Y, Seleznev KV, Viacheslav D, Issi IV. Microsporidia Nosema grylli N. Sp. from the cricket Gryllus bimaculatus. Parazitologiya. 1994;28:488–94."
Parathelohania evansae,1994,"Garcia JJ, Becnel JJ. Eight new species of microsporidia (Microspora) from argentine mosquitoes (Diptera: Culicidae). J Invertebr Pathol. 1994;64:243–52."
Pernicivesicula gracilis,1994,"Bylen EKC, Larsson JIR. Ultrastructural study and description of Pernicivesicula gracilis gen. et sp. nov. (Microspora, Pereziidae), a rod-shaped microsporidium of midge larvae, Pentaneurella sp. (Diptera, Chironomidae), in Sweden. Eur J Protistol. 1994;30:139–50."
Trichoctosporea pygopellita (Trichotosporea pygopellita),1994,"Larsson JIR. Trichoctosporea pygopellita gen. et sp. nov. (Microspora, Thelohaniidae), a Microsporidian Parasite of the Mosquito Aedes vexans (Diptera, Culicidae). Archiv fur Protistenkunde. 1994;144:147–61."
unnamed microsporidium 2,1994,"Wen JZ, Huang H, Fan Y, Ding ZM. [Identification of microsporidian pathogen in Chinese medicinal insect Martianus dermestoides Chevr]. Zhongguo Zhong Yao Za Zhi. 1994;19:15–6, 61."
Alloglugea bufonis,1995,"Paperna I, Lainson R. Alloglugea bufonis nov. gen., nov. sp. (Microsporea:Glugeidae), a microsporidian of Bufo marinus tadpoles and metamorphosing toads (Amphibia:Anura) from Amazonian Brazil. Dis Aquat Org. 1995;23:7–16."
Binucleospora elongata,1995,"Bronnvall AM, Ronny Larsson JI. Description of Binucleospora elongata gen. et sp. nov. (microspora, caudosporidae), a microsporidian parasite of ostracods of the genus Candona (crustacea, cyprididae) in Sweden. Europ J Protistol. 1995;31:63–72."
Canningia spinidentis,1995,"Weiser, J., R. Wegensteiner, and Z. Zizka. “Canningia Spinidentis Gen. et Sp. n. (Protista: Microspora), a New Pathogen of the Fir Bark Beetle Pityokteines Spinidens.” Folia Parasitologica 42, no. 1 (1995): 1–10."
Ciliatosporidium platyophryae,1995,"Foissner I, Foissner W. Ciliatosporidium platyophryae nov. gen., nov. spec. (Microspora incerta sedis), a parasite of Platyophrya terricola (Ciliophora, Colpodea). Europ J Protistol. 1995;31:248–59."
Cystosporogenes deliaradicae,1995,"Larsson JIR, Eilenberg J, Bresciani J. Ultrastructural study and description of Cystosporogenes deliaradicae n. sp. (microspora, glugeidae), a microsporidian parasite of the cabbage root fly Delia radicum (Linnaeus, 1758) (diptera, anthomyidae). Eur J Protistol. 1995;31:275–85."
Encephalitozoon sp. 4,1995,"Larsson JIR. A LIGHT-MICROSCOPIC AND ULTRASTRUCTURAL-STUDY OF GURLEYA-LEGERI-SENSU MACKINNON (1911) WITH ESTABLISHMENT OF THE NEW SPECIES GURLEYA-DORISAE SP-N (MICROSPORA, GURLEYIDAE). Acta Protozool. 1995;34:45–56."
Gurleya dorisae,1995,"Larsson JIR. A LIGHT-MICROSCOPIC AND ULTRASTRUCTURAL-STUDY OF GURLEYA-LEGERI-SENSU MACKINNON (1911) WITH ESTABLISHMENT OF THE NEW SPECIES GURLEYA-DORISAE SP-N (MICROSPORA, GURLEYIDAE). Acta Protozool. 1995;34:45–56."
Lanatospora tubulifera,1995,"Bronnvall A, Ronny Larsson JI. Description of Lanatospora tubulifera sp. n. (Microspora, Tuzetiidae) with Emended Diagnosis and New Systematic Position for the Genus Lanatospora. Arch Protistenkd. 1995;146:69–78."
Loma boopsi,1995,"Faye N, Toguebaye BS, Bouix G. On the Cytology and Development of Loma boopsi n. sp. (Microspora, Glugeidae), Parasite of Boops boops (Pisces, Teleostei, Sparidae) from the Coasts of Senegal. Arch Protistenkd. 1995;146:85–93."
Microsporidium cerebralis,1995,"Brocklebank JR, Speare DJ, Kent ML. Microsporidian encephalitis of farmed Atlantic salmon (Salmo salar) in British Columbia. Can Vet J. 1995;36:631–3."
Nosema aenescens,1995,"Wen J-Z, Huang H. NOTE ON NOSEMA AENESCENS SP. NOV. (MICROSPORA,NOSEMATIDAE),A PARASITE OF PYRRHALTA AENESCENS (FAIRMAIRE) (COLEOPTERA, CHRYSOMELIDAE)--《Acta Zootaxonomica Sinica》1995年02期. 1995;20:129–32."
Nosema empoascae,1995,"Ni X, Backus EA, Maddox JV. A New Microsporidium, Nosema empoascae n. sp., from Empoasca fabae (Harris) (Homoptera: Auchenorrhyncha: Cicadellidae). Journal of Invertebrate Pathology. 1995;66:52–9."
Nosema omaniae,1995,"Diarra, K., and B. S. Toguebaye. “Ultrastructural Study of Nosema Omaniae Sp. n. (Microspora, Nosematidae) Parasite of Omania Coleoptrata (Heteroptera, Omaniidae).” Acta Protozoologica 34, no. 1 (1995): 61–66."
Vairimorpha sp. (NIS M12),1995,"Inoue S, Yasunaga C, Funakoshi M, Kawarabata T, Hayasaka S. Infection and development of vairimorpha sp. NIS M12(microsporida: Protozoa) in a lepidopteran cell line. J Sericult Sci Jpn. 1995;64:39–45."
Amblyospora aestiva,1996,"Kilochitskii, P. Ya. “New Species of Microsporidia from Bloodsucking Mosquitoes Inhabiting Small Reservoirs.” Hydrobiological Journal 34 (1998): 195–211."
Amblyospora certa,1996,"Kilochitskii, P. Ya. “New Species of Microsporidia from Bloodsucking Mosquitoes Inhabiting Small Reservoirs.” Hydrobiological Journal 34 (1998): 195–211."
Amblyospora firma,1996,"Kilochitskii, P. Ya. “New Species of Microsporidia from Bloodsucking Mosquitoes Inhabiting Small Reservoirs.” Hydrobiological Journal 34 (1998): 195–211."
Amblyospora media,1996,"Kilochitskii, P. Ya. “New Species of Microsporidia from Bloodsucking Mosquitoes Inhabiting Small Reservoirs.” Hydrobiological Journal 34 (1998): 195–211."
Episeptum circumscriptum,1996,"Ronny Larsson JI. Two Tetrasporoblastic Microsporidian Parasites of Caddis Flies (Trichoptera) with Description of the New Species Episeptum invadens sp. n. and Episeptum circumscriptum sp. n. (Microspora, Gurleyidae). Arch Protistenkd. 1996;146:349–62."
Episeptum invadens,1996,"Ronny Larsson JI. Two Tetrasporoblastic Microsporidian Parasites of Caddis Flies (Trichoptera) with Description of the New Species Episeptum invadens sp. n. and Episeptum circumscriptum sp. n. (Microspora, Gurleyidae). Arch Protistenkd. 1996;146:349–62."
Glugea sp. 4,1996,"Priebe K, Oehlenschläger J. Alterations in skeletal muscle of witch Glyptocephalus cynoglossus from North Atlantic waters caused by a microsporidian of the genus Glugea (Order: Microsporidia Suborder: Pansporoblastina). Bull Eur Assoc Fish Pathol. 1996;16:154–6."
Gurleya daphniae,1996,"Friedrich C, Winder O, Schaffler K, Reinthaler FF. Light and electron microscope study on Gurleya daphniae sp. nov. (Microspora, Gurleyidae), a parasite of Daphnia pulex (Crustacea, Phyllopoda). European Journal of Protistology. 1996;32:116–22."
Johenrea locustae,1996,"Lange CE, Becnel JJ, Razafindratiana E, Przybyszewski J, Razafindrafara H. Johenrea locustae n.g., n.sp. (Microspora: Glugeidae): A Pathogen of Migratory Locusts (Orthoptera: Acrididae: Oedipodinae) from Madagascar. Journal of Invertebrate Pathology. 1996;68:28–40."
Microsporidium phytoseiuli,1996,"Bjørnson S, Steiner MY, Keddie BA. Ultrastructure and Pathology of Microsporidium phytoseiulin. sp. Infecting the Predatory Mite, Phytoseiulus persimilis Athias-Henriot (Acari: Phytoseiidae). Journal of Invertebrate Pathology. 1996;68:223–30."
Nosema asiaticus,1996,Wen J-Z. Note on Nosema asiaticus sp. nov. (Microspora: Nosematidae). Acta Zootaxonomica Sinica. 1996;21:385–8.
Nosema ceranae,1996,"Fries I, Feng F, da Silva A, Slemenda SB, Pieniazek NJ. Nosema ceranae n. sp. (Microspora, Nosematidae), morphological and molecular characterization of a microsporidian parasite of the Asian honey bee Apis cerana (Hymenoptera, Apidae). European Journal of Protistology. 1996;32:356–65."
Orthosomella lambdinae,1996,"Andreadis TG, Maier CT, Lemmon CR. Orthosomella lambdinaen. sp. (Microsporida: Unikaryonidae) from the Spring Hemlock Looper,Lambdina athasaria(Lepidoptera: Geometridae). Journal of Invertebrate Pathology. 1996;67:169–77."
Pleistophora (?) sp.,1996,"Abela M, Brinch-Iversen J, Tanti J, Le Breton A. Occurrence of a new histozoic microsporidian (Protozoa, Microspora ) in cultured gilt head sea bream Sparus aurata L. B Eur Assoc Fish Pat. 1996;16:196–9."
Pleistophora finisterrensis,1996,"Leiro J, Ortega M, Iglesias R, Estévez J, Sanmartín ML. Pleistophora finisterrensis n. sp., a microsporidian parasite of blue whiting Micromesistius poutassou. Syst Parasitol. 1996;34:163–70."
Trachipleistophora hominis,1996,"Field AS, Marriott DJ, Milliken ST, Brew BJ, Canning EU, Kench JG, et al. Myositis associated with a newly described microsporidian, Trachipleistophora hominis, in a patient with AIDS. J Clin Microbiol. 1996;34:2803–11."
Vairimorpha sp. (authors proposed Nosema mesnili and Microsporidium mesnili be merged to this one species),1996,"Malone LA, McIvor CA. Use of Nucleotide Sequence Data to Identify a Microsporidian Pathogen of Pieris rapae(Lepidoptera, Pieridae). J Invertebr Pathol. 1996;68:231–8."
Amblyospora dakarensis,1997,"Diarra K, Toguebaye BS. Amblyospora dakarensis sp. n. (Microspora, Amblyosporidae), parasite of Culex tritaeniorhynchus (Diptera, Culicidae): Ultrastructure of the octosporous phase of the life cycle with particular reference to unusual sporogony. Zool Beitr. 1997;31:11–23."
Amoebosporidium minutum,1997,"Hoffmann R, Michel R, Schmid EN, Müller K-D. Natural infection with microsporidian organisms (KW19) in Vannella spp. (Gymnamoebia) isolated from a domestic tap-water supply. Parasitology Research. 1997;84:164–6."
Intexta acarivora,1997,"Larsson JIR, Steiner MY, Bjornson S. Intexta acarivora gen. et sp. n. (Microspora: Chytridiopsidae)-ultrastructural study and description of a new microsporidian parasite of the forage mite Tyrophagus putrescentiae (Acari: Acaridae). Acta Protozool. 1997;36:295–304."
Larssoniella resinellae,1997,"Weiser J, David L. A light and electron microscopic study of Larssoniella resinellae n. gen., n. sp. (Microspora, Unikaryonidae), a Parasite of Petrova resinella (Lepidoptera, Tortricidae) in Central Europe. Archiv für Protistenkunde. 1997;147:405–10."
Loma embiotocia,1997,"Shaw RW, Kent ML, Docker MF, Brown AMV, Devlin RH, Adamson ML. A New Species of Loma (Microsporea) in Shiner Perch (Cymatogaster aggregata). J Parasitol. 1997;83:296."
Microsporidium 1 (unnamed species),1997,"Fukuda T, Willis OR, Barnard DR. Parasites of the Asian Tiger Mosquito and Other Container-Inhabiting Mosquitoes (Diptera: Culicidae) in Northcentral Florida. J Med Entomol. 1997;34:226–33."
Microsporidium 2 (unnamed species),1997,"Fukuda T, Willis OR, Barnard DR. Parasites of the Asian Tiger Mosquito and Other Container-Inhabiting Mosquitoes (Diptera: Culicidae) in Northcentral Florida. J Med Entomol. 1997;34:226–33."
Nosema cristatellae (Pseudonosema cristatellae),1997,"Canning EU, Okamura B, Curry A. A New Microsporidium,Nosema cristatellaen. sp. in the Bryozoan Cristatella mucedo (Bryozoa, Phylactolaemata). J Invertebr Pathol. 1997;70:177–83."
